Date,Price,Open,High,Low,Vol.,Change %
13-Jul-20,"1,180.18","1,177.23","1,202.37","1,177.23",200.91M,0.53%
14-Jul-20,"1,203.28","1,177.70","1,205.19","1,174.68",173.05M,1.96%
15-Jul-20,"1,219.14","1,211.63","1,222.22","1,210.16",169.33M,1.32%
16-Jul-20,"1,217.06","1,216.90","1,217.59","1,208.61",132.13M,-0.17%
17-Jul-20,"1,233.67","1,221.95","1,237.75","1,221.74",166.86M,1.36%
20-Jul-20,"1,233.55","1,236.35","1,240.75","1,229.72",148.81M,-0.01%
21-Jul-20,"1,232.87","1,234.82","1,242.32","1,230.18",146.20M,-0.06%
22-Jul-20,"1,243.35","1,238.07","1,245.50","1,231.73",203.73M,0.85%
23-Jul-20,"1,238.28","1,246.21","1,252.38","1,233.98",186.07M,-0.41%
24-Jul-20,"1,224.52","1,238.63","1,238.63","1,216.56",157.40M,-1.11%
27-Jul-20,"1,233.39","1,221.28","1,236.43","1,219.67",151.74M,0.72%
28-Jul-20,"1,231.63","1,234.65","1,239.86","1,230.22",174.25M,-0.14%
29-Jul-20,"1,244.95","1,234.75","1,250.08","1,234.65",178.13M,1.08%
30-Jul-20,"1,235.39","1,236.68","1,237.97","1,223.14",159.83M,-0.77%
31-Jul-20,"1,228.58","1,233.59","1,234.93","1,212.97",199.66M,-0.55%
3-Aug-20,"1,241.39","1,234.02","1,245.38","1,234.02",173.23M,1.04%
4-Aug-20,"1,235.79","1,239.50","1,241.40","1,228.45",163.94M,-0.45%
5-Aug-20,"1,241.86","1,239.18","1,243.82","1,238.69",168.09M,0.49%
6-Aug-20,"1,234.73","1,242.66","1,245.44","1,226.12",166.87M,-0.57%
7-Aug-20,"1,239.10","1,234.87","1,239.21","1,230.35",149.78M,0.35%
10-Aug-20,"1,234.88","1,239.24","1,240.24","1,231.60",141.61M,-0.34%
11-Aug-20,"1,226.88","1,238.33","1,242.23","1,224.28",167.22M,-0.65%
12-Aug-20,"1,247.96","1,231.19","1,251.51","1,231.19",135.62M,1.72%
13-Aug-20,"1,245.90","1,243.54","1,246.96","1,237.87",118.71M,-0.17%
14-Aug-20,"1,243.21","1,243.50","1,248.52","1,238.44",110.28M,-0.22%
17-Aug-20,"1,250.47","1,245.77","1,255.18","1,245.77",123.98M,0.58%
18-Aug-20,"1,250.04","1,252.16","1,255.39","1,243.86",112.42M,-0.03%
19-Aug-20,"1,245.63","1,250.30","1,254.78","1,243.49",138.38M,-0.35%
20-Aug-20,"1,242.04","1,241.54","1,244.20","1,238.85",123.03M,-0.29%
21-Aug-20,"1,243.13","1,242.62","1,244.87","1,233.88",151.73M,0.09%
24-Aug-20,"1,236.45","1,245.23","1,248.00","1,229.33",141.72M,-0.54%
25-Aug-20,"1,245.11","1,239.47","1,245.57","1,238.56",142.76M,0.70%
26-Aug-20,"1,243.59","1,242.32","1,244.91","1,230.42",139.11M,-0.12%
27-Aug-20,"1,253.32","1,245.12","1,259.13","1,237.16",191.36M,0.78%
28-Aug-20,"1,255.85","1,254.85","1,256.33","1,247.11",156.20M,0.20%
31-Aug-20,"1,259.88","1,255.12","1,265.10","1,253.15",185.91M,0.32%
1-Sep-20,"1,247.56","1,258.94","1,259.44","1,240.65",188.45M,-0.98%
2-Sep-20,"1,273.61","1,248.20","1,276.15","1,243.87",188.78M,2.09%
3-Sep-20,"1,238.68","1,275.71","1,276.28","1,229.72",204.35M,-2.74%
4-Sep-20,"1,229.65","1,240.06","1,244.25","1,214.63",185.43M,-0.73%
8-Sep-20,"1,209.04","1,226.67","1,226.67","1,205.91",175.34M,-1.68%
9-Sep-20,"1,230.48","1,214.10","1,240.44","1,214.10",153.77M,1.77%
10-Sep-20,"1,211.40","1,231.02","1,233.73","1,208.60",156.20M,-1.55%
11-Sep-20,"1,216.07","1,214.73","1,221.45","1,206.93",148.60M,0.39%
14-Sep-20,"1,232.48","1,219.84","1,239.16","1,219.84",161.48M,1.35%
15-Sep-20,"1,234.48","1,237.15","1,244.04","1,231.30",143.32M,0.16%
16-Sep-20,"1,231.71","1,238.04","1,243.38","1,230.81",173.44M,-0.22%
17-Sep-20,"1,227.91","1,225.07","1,232.05","1,217.57",160.36M,-0.31%
18-Sep-20,"1,226.34","1,227.30","1,233.94","1,215.20",263.32M,-0.13%
21-Sep-20,"1,203.72","1,222.03","1,222.03","1,187.04",197.08M,-1.84%
22-Sep-20,"1,201.45","1,201.48","1,205.01","1,190.48",161.56M,-0.19%
23-Sep-20,"1,188.52","1,202.76","1,206.38","1,187.59",161.03M,-1.08%
24-Sep-20,"1,182.29","1,187.00","1,188.35","1,175.51",156.53M,-0.52%
25-Sep-20,"1,201.81","1,177.46","1,204.73","1,176.69",140.81M,1.65%
28-Sep-20,"1,211.66","1,209.27","1,221.48","1,209.27",133.90M,0.82%
29-Sep-20,"1,210.72","1,214.62","1,220.42","1,206.12",123.36M,-0.08%
